"_id","name","location","review","rating","usersRating","description","amenities","images","thumbnail","owner","propertyType","rooms","__v","createdAt","updatedAt","pricePerNight","maxGuests","available","reservations"
"684c124db1e0125c6d6dae6e","mahmoud.haggag","{""houseNumber"":""535"",""city"":""Cairo"",""zone"":""Suburbs"",""street"":""Maggio Club""}","[]",4.6,0,"Ullam delibero minus cauda cruciamentum sono sapiente cunabula stips. Tenus constans tempora harum umquam viscus audax toties. Cattus ipsa thymum voluptatum abbas textor degenero modi.","[""Kitchen"",""Air Conditioning"",""Gym"",""TV"",""Pool"",""WiFi""]","[""/images/houses/3.jpg"",""/images/houses/9.jpg"",""/images/houses/17.jpg""]","/images/houses/16.jpg","684c124cb1e0125c6d6dac65","House",,1,"2025-06-13T11:58:06.526Z","2025-06-13T11:58:54.685Z",5703.73,4,true,"[""684c127e02ec8bd9263a7d9f""]"
"684c124db1e0125c6d6dae6f","mahmoud.haggag","{""houseNumber"":""31815"",""city"":""Qena"",""zone"":""Downtown"",""street"":""Aufderhar Trace""}","[]",3.4,0,"Termes coepi aegrus venio taceo vere depono carpo libero. Suffoco asporto sulum eum accendo correptius. Stultus ascit vitium amiculum ante sub vero.","[""Gym"",""WiFi"",""Parking"",""Heating""]","[""/images/houses/13.jpg"",""/images/houses/12.jpg"",""/images/houses/20.jpg""]","/images/houses/17.jpg","684c124cb1e0125c6d6dac65","House",,1,"2025-06-13T11:58:06.526Z","2025-06-13T11:58:54.842Z",1343.43,7,true,"[""684c127e02ec8bd9263a7da3""]"
"684c124db1e0125c6d6dae70","Ra's Retreat","{""city"":""Luxor"",""zone"":""Suburbs"",""street"":""Johan Forge""}","[]",4.5,0,"Summisse verumtamen repudiandae benigne tam depraedor. Paulatim conservo nemo tutamen accommodo blanditiis. Abstergo stillicidium odio aliquid tubineus tabula ipsam avarus celo pariatur.","[""Kitchen"",""Parking"",""WiFi"",""Gym"",""Pool""]","[""/images/hotels/3.jpg"",""/images/hotels/13.jpg"",""/images/hotels/4.jpg""]","/images/hotels/15.jpg","684c124cb1e0125c6d6dac66","Hotel","[{""type"":""Single"",""pricePerNight"":5894.88,""maxGuests"":2,""amenities"":[""Heating"",""TV"",""Kitchen"",""Parking"",""WiFi"",""Gym""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae71""},{""type"":""Double"",""pricePerNight"":7615.7,""maxGuests"":1,""amenities"":[""WiFi"",""Pool"",""Gym"",""Parking"",""Kitchen"",""TV""],""available"":true,""reservations"":[""684c127e02ec8bd9263a7da7""],""_id"":""684c124db1e0125c6d6dae72""},{""type"":""Suite"",""pricePerNight"":9318.67,""maxGuests"":2,""amenities"":[""WiFi"",""Parking"",""Kitchen"",""Heating"",""Air Conditioning"",""Pool"",""Gym""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae73""}]",1,"2025-06-13T11:58:06.526Z","2025-06-13T11:58:54.997Z",,,,
"684c124db1e0125c6d6dae74","souad.el-masry","{""houseNumber"":""31810"",""city"":""Banha"",""zone"":""Uptown"",""street"":""Kaleigh Lodge""}","[]",3.5,0,"Vobis tempora cui sto articulus. Laudantium stultus aperte enim curriculum tondeo vorax comminor deprecator. Pecto vicissitudo conscendo civis impedit clementia deserunt valens aetas curtus.","[""Heating"",""TV"",""Pool"",""Kitchen""]","[""/images/houses/8.jpg"",""/images/houses/3.jpg"",""/images/houses/19.jpg""]","/images/houses/16.jpg","684c124cb1e0125c6d6dac66","House",,1,"2025-06-13T11:58:06.526Z","2025-06-13T11:58:55.150Z",1721.63,6,true,"[""684c127f02ec8bd9263a7dab""]"
"684c124db1e0125c6d6dae75","Sphinx Inn","{""city"":""Beni Suef"",""zone"":""Uptown"",""street"":""Orville Ramp""}","[]",4.1,0,"Conservo cinis vae curatio. Denego amplitudo abstergo curvo adipisci curo autus at. Eveniet abundans temporibus baiulus cilicium repellat tui somnus curatio undique.","[""Parking"",""TV"",""WiFi"",""Air Conditioning"",""Pool""]","[""/images/hotels/9.jpg"",""/images/hotels/12.jpg"",""/images/hotels/16.jpg""]","/images/hotels/8.jpg","684c124cb1e0125c6d6dac67","Hotel","[{""type"":""Single"",""pricePerNight"":3948.9,""maxGuests"":1,""amenities"":[""WiFi"",""Parking"",""Gym"",""Pool"",""Heating""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae76""},{""type"":""Double"",""pricePerNight"":4843.69,""maxGuests"":1,""amenities"":[""WiFi"",""Heating"",""Kitchen"",""TV"",""Pool""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae77""},{""type"":""Suite"",""pricePerNight"":5925.17,""maxGuests"":2,""amenities"":[""Air Conditioning"",""WiFi"",""Pool"",""Kitchen"",""TV"",""Parking""],""available"":true,""reservations"":[""684c127f02ec8bd9263a7daf""],""_id"":""684c124db1e0125c6d6dae78""}]",1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:55.307Z",,,,
"684c124db1e0125c6d6dae79","mirna.nasser","{""houseNumber"":""463"",""city"":""Mansoura"",""zone"":""Suburbs"",""street"":""Pacocha Grove""}","[]",4.8,0,"Audax vomica adfectus deprimo facilis amaritudo trado. Corrupti deputo tremo deinde corroboro. Commemoro vesco libero conscendo caecus antiquus ubi bestia adfectus accedo.","[""Kitchen"",""Air Conditioning"",""WiFi"",""Parking"",""Gym"",""Pool"",""TV""]","[""/images/houses/17.jpg"",""/images/houses/15.jpg"",""/images/houses/3.jpg""]","/images/houses/19.jpg","684c124cb1e0125c6d6dac67","House",,1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:55.463Z",6622.16,2,true,"[""684c127f02ec8bd9263a7db3""]"
"684c124db1e0125c6d6dae7a","lamees.kassem","{""houseNumber"":""2798"",""city"":""Sohag"",""zone"":""Suburbs"",""street"":""Arden Common""}","[]",4.2,0,"Curiositas ab absorbeo solvo vinco voluntarius ver. Agnitio avaritia theca amita stipes cupio possimus defessus bibo vociferor. Alo statua video deprimo atrocitas amor cura decerno recusandae.","[""Gym"",""Kitchen"",""TV"",""Parking"",""Heating"",""Pool""]","[""/images/houses/2.jpg"",""/images/houses/11.jpg"",""/images/houses/9.jpg""]","/images/houses/18.jpg","684c124cb1e0125c6d6dac68","House",,1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:55.618Z",4787.47,1,true,"[""684c127f02ec8bd9263a7db7""]"
"684c124db1e0125c6d6dae7b","Cairo Grand","{""city"":""Beni Suef"",""zone"":""Midtown"",""street"":""Lorenz Streets""}","[]",4.1,0,"Occaecati templum timidus bonus ver. Velut varius aperiam natus vindico ulterius aperio spiculum. Universe bos suppono arbor.","[""Pool"",""Gym"",""TV""]","[""/images/hotels/11.jpg"",""/images/hotels/15.jpg"",""/images/hotels/20.jpg""]","/images/hotels/3.jpg","684c124cb1e0125c6d6dac68","Hotel","[{""type"":""Single"",""pricePerNight"":4430.8,""maxGuests"":3,""amenities"":[""Heating"",""TV"",""Parking"",""Air Conditioning"",""Gym""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae7c""},{""type"":""Double"",""pricePerNight"":5488.25,""maxGuests"":4,""amenities"":[""Heating"",""Gym"",""Kitchen"",""Pool"",""Parking""],""available"":true,""reservations"":[""684c127f02ec8bd9263a7dbb""],""_id"":""684c124db1e0125c6d6dae7d""},{""type"":""Suite"",""pricePerNight"":7133.39,""maxGuests"":4,""amenities"":[""Heating"",""TV"",""Gym"",""Air Conditioning"",""WiFi"",""Pool""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae7e""}]",1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:55.781Z",,,,
"684c124db1e0125c6d6dae7f","White Nile Hotel","{""city"":""Giza"",""zone"":""Beachfront"",""street"":""5th Avenue""}","[]",4.3,0,"Cuius aureus sordeo. Voluptates temptatio addo sunt. Appello baiulus decumbo colligo aperte ver corrupti.","[""TV""]","[""/images/hotels/5.jpg"",""/images/hotels/14.jpg"",""/images/hotels/15.jpg""]","/images/hotels/15.jpg","684c124cb1e0125c6d6dac69","Hotel","[{""type"":""Single"",""pricePerNight"":4716.93,""maxGuests"":4,""amenities"":[""Kitchen"",""Heating"",""WiFi"",""Air Conditioning"",""Pool""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae80""},{""type"":""Double"",""pricePerNight"":6131.64,""maxGuests"":3,""amenities"":[""Air Conditioning"",""Parking"",""TV"",""Gym"",""Kitchen"",""Pool""],""available"":true,""reservations"":[""684c127f02ec8bd9263a7dbf""],""_id"":""684c124db1e0125c6d6dae81""},{""type"":""Suite"",""pricePerNight"":7623.97,""maxGuests"":2,""amenities"":[""TV"",""WiFi"",""Air Conditioning"",""Parking"",""Kitchen"",""Pool""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae82""}]",1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:55.933Z",,,,
"684c124db1e0125c6d6dae83","Sphinx Serenity","{""city"":""Assiut"",""zone"":""Uptown"",""street"":""Manchester Road""}","[]",4.7,0,"Conitor coadunatio stultus caecus vox delinquo enim sonitus. Cibo damnatio placeat defluo constans. Coruscus baiulus tamisium vallum adhuc venustas accusantium titulus ultio.","[""Heating"",""Gym"",""Kitchen"",""Pool"",""WiFi""]","[""/images/hotels/20.jpg"",""/images/hotels/2.jpg"",""/images/hotels/19.jpg""]","/images/hotels/18.jpg","684c124cb1e0125c6d6dac6a","Hotel","[{""type"":""Single"",""pricePerNight"":6679.27,""maxGuests"":3,""amenities"":[""TV"",""WiFi"",""Heating"",""Kitchen"",""Pool"",""Air Conditioning""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae84""},{""type"":""Double"",""pricePerNight"":8630.72,""maxGuests"":3,""amenities"":[""Kitchen"",""Parking"",""Heating"",""Gym"",""TV"",""WiFi"",""Air Conditioning""],""available"":true,""reservations"":[""684c128002ec8bd9263a7dc3""],""_id"":""684c124db1e0125c6d6dae85""},{""type"":""Suite"",""pricePerNight"":10619.16,""maxGuests"":3,""amenities"":[""Kitchen"",""TV"",""Gym"",""Heating"",""Parking"",""Air Conditioning"",""WiFi"",""Pool""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae86""}]",1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:56.086Z",,,,
"684c124db1e0125c6d6dae87","jana.awadallah","{""houseNumber"":""13830"",""city"":""Cairo"",""zone"":""Downtown"",""street"":""6th Avenue""}","[]",4.3,0,"Communis campana ventosus volo corrumpo clementia casus. Quia vulpes veritas quas creator circumvenio argumentum. Acquiro vero veritas deinde vergo vinum compello vomito volutabrum.","[""Kitchen"",""Parking"",""WiFi"",""Heating"",""Pool"",""TV""]","[""/images/houses/3.jpg"",""/images/houses/2.jpg"",""/images/houses/12.jpg""]","/images/houses/3.jpg","684c124cb1e0125c6d6dac6a","House",,1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:56.236Z",5217.16,6,true,"[""684c128002ec8bd9263a7dc7""]"
"684c124db1e0125c6d6dae88","Sahara Breeze","{""city"":""Faiyum"",""zone"":""Beachfront"",""street"":""Mohammed Bridge""}","[]",4.7,0,"Commodi vaco assentator vestigium. Victoria umquam valde deporto. Videlicet placeat veniam suus venio capio odit tyrannus spectaculum tergeo.","[""Air Conditioning""]","[""/images/hotels/20.jpg"",""/images/hotels/13.jpg"",""/images/hotels/10.jpg""]","/images/hotels/15.jpg","684c124cb1e0125c6d6dac6a","Hotel","[{""type"":""Single"",""pricePerNight"":6480.67,""maxGuests"":4,""amenities"":[""WiFi"",""Heating"",""TV"",""Parking"",""Pool"",""Gym""],""available"":true,""reservations"":[""684c128002ec8bd9263a7dcb""],""_id"":""684c124db1e0125c6d6dae89""},{""type"":""Double"",""pricePerNight"":8156.38,""maxGuests"":2,""amenities"":[""Gym"",""Kitchen"",""WiFi"",""Pool"",""TV"",""Heating"",""Air Conditioning""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae8a""},{""type"":""Suite"",""pricePerNight"":10083.7,""maxGuests"":5,""amenities"":[""Heating"",""Kitchen"",""TV"",""WiFi"",""Pool"",""Parking"",""Gym""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae8b""}]",1,"2025-06-13T11:58:06.527Z","2025-06-13T11:58:56.390Z",,,,
"684c124db1e0125c6d6dae8c","marwa.el-sombaty","{""houseNumber"":""6786"",""city"":""red sea"",""zone"":""Downtown"",""street"":""Norris Expressway""}","[]",3.3,0,"Aequus aranea nesciunt impedit aggredior. Perferendis arto versus vinitor ducimus colligo amplexus natus. Condico arceo copia itaque vir approbo civitas optio summa comedo.","[""Air Conditioning"",""Heating"",""TV"",""WiFi""]","[""/images/houses/1.jpg"",""/images/houses/6.jpg"",""/images/houses/20.jpg""]","/images/houses/7.jpg","684c124cb1e0125c6d6dac6b","House",,1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:56.548Z",901.27,6,true,"[""684c128002ec8bd9263a7dcf""]"
"684c124db1e0125c6d6dae8d","marian.zaki","{""houseNumber"":""9952"",""city"":""Qena"",""zone"":""Suburbs"",""street"":""W 8th Street""}","[]",3.3,0,"Varietas conicio creator usque. Cresco alveus ager abstergo. Victoria crux corrumpo a curia nulla perferendis.","[""TV"",""Kitchen"",""WiFi"",""Air Conditioning""]","[""/images/houses/13.jpg"",""/images/houses/19.jpg"",""/images/houses/3.jpg""]","/images/houses/9.jpg","684c124cb1e0125c6d6dac6c","House",,1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:56.704Z",1270.95,3,true,"[""684c128002ec8bd9263a7dd3""]"
"684c124db1e0125c6d6dae8e","Blue Sphinx 399","{""city"":""Assiut"",""zone"":""Uptown"",""street"":""Adella Plains""}","[]",4.6,0,"Utpote ventito cursim magni coniecto quo tero. Titulus vallum tot sufficio strenuus aiunt demoror clarus carus. Vesica delectus vix aliqua totidem testimonium sopor aer anser sophismata.","[""Parking"",""Gym"",""TV"",""WiFi""]","[""/images/hotels/4.jpg"",""/images/hotels/20.jpg"",""/images/hotels/15.jpg""]","/images/hotels/14.jpg","684c124cb1e0125c6d6dac6d","Hotel","[{""type"":""Single"",""pricePerNight"":6126.14,""maxGuests"":4,""amenities"":[""Pool"",""Parking"",""Air Conditioning"",""Kitchen"",""Heating"",""WiFi""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae8f""},{""type"":""Double"",""pricePerNight"":7484.77,""maxGuests"":3,""amenities"":[""Kitchen"",""TV"",""Heating"",""Pool"",""Air Conditioning"",""Parking""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae90""},{""type"":""Suite"",""pricePerNight"":9618.76,""maxGuests"":3,""amenities"":[""WiFi"",""TV"",""Air Conditioning"",""Parking"",""Gym"",""Pool"",""Heating""],""available"":true,""reservations"":[""684c128002ec8bd9263a7dd7""],""_id"":""684c124db1e0125c6d6dae91""}]",1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:56.864Z",,,,
"684c124db1e0125c6d6dae92","Sultan’s Residence","{""city"":""Kafr El Sheikh"",""zone"":""Uptown"",""street"":""Center Avenue""}","[]",3.4,0,"Trepide adulescens debeo solitudo absens auxilium tui porro error. Debeo acsi custodia adversus suscipit temporibus vicinus. Beneficium adeo conatus vallum vulticulus annus.","[""Heating"",""TV"",""WiFi"",""Air Conditioning"",""Gym""]","[""/images/hotels/1.jpg"",""/images/hotels/8.jpg"",""/images/hotels/16.jpg""]","/images/hotels/1.jpg","684c124cb1e0125c6d6dac6e","Hotel","[{""type"":""Single"",""pricePerNight"":1436.68,""maxGuests"":1,""amenities"":[""Pool"",""Parking"",""WiFi"",""Kitchen""],""available"":true,""reservations"":[""684c128002ec8bd9263a7ddb""],""_id"":""684c124db1e0125c6d6dae93""},{""type"":""Double"",""pricePerNight"":1796.03,""maxGuests"":3,""amenities"":[""TV"",""WiFi"",""Parking"",""Gym""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae94""},{""type"":""Suite"",""pricePerNight"":2318.04,""maxGuests"":4,""amenities"":[""Heating"",""TV"",""Kitchen"",""WiFi""],""available"":true,""reservations"":[],""_id"":""684c124db1e0125c6d6dae95""}]",1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:57.029Z",,,,
"684c124db1e0125c6d6dae96","menna.zahran","{""houseNumber"":""61142"",""city"":""Port Said"",""zone"":""Downtown"",""street"":""Marsh Lane""}","[]",3.3,0,"Corporis degero corona vergo depulso placeat accendo. Damnatio autus conduco cubicularis ex voco dens qui. Asper in adiuvo.","[""Pool"",""Kitchen"",""Heating"",""Parking""]","[""/images/houses/17.jpg"",""/images/houses/20.jpg"",""/images/houses/8.jpg""]","/images/houses/8.jpg","684c124cb1e0125c6d6dac6f","House",,1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:57.183Z",771.36,8,true,"[""684c128102ec8bd9263a7ddf""]"
"684c124db1e0125c6d6dae97","menna.zahran","{""houseNumber"":""184"",""city"":""new valley"",""zone"":""Downtown"",""street"":""Schimmel Heights""}","[]",3.5,0,"Centum peccatus recusandae. Averto congregatio corrumpo. Altus creber cultellus ancilla complectus textilis adflicto.","[""Air Conditioning"",""WiFi"",""TV"",""Parking""]","[""/images/houses/16.jpg"",""/images/houses/1.jpg"",""/images/houses/3.jpg""]","/images/houses/4.jpg","684c124cb1e0125c6d6dac6f","House",,1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:57.333Z",2315.88,6,true,"[""684c128102ec8bd9263a7de3""]"
"684c124db1e0125c6d6dae98","menna.zahran","{""houseNumber"":""116"",""city"":""Ismailia"",""zone"":""Beachfront"",""street"":""Maudie Trace""}","[]",3.3,0,"Demitto alienus saepe stillicidium tamquam. Utpote asperiores delego talus sto voluptates. Carpo cuius apto cogo summopere.","[""WiFi"",""Gym"",""TV"",""Heating""]","[""/images/houses/5.jpg"",""/images/houses/10.jpg"",""/images/houses/12.jpg""]","/images/houses/19.jpg","684c124cb1e0125c6d6dac6f","House",,1,"2025-06-13T11:58:06.528Z","2025-06-13T11:58:57.485Z",1435.24,2,true,"[""684c128102ec8bd9263a7de7""]"
