"_id","propertyId","propertyType","reservationStartDate","reservationEndDate","numberOfReservationDays","isTheReservationOver","tenant","__v"
"684c127e02ec8bd9263a7d9f","684c124db1e0125c6d6dae6e","House","2025-06-01T11:58:54.633Z","2025-06-06T11:58:54.633Z",5,true,"684c124cb1e0125c6d6dad9a",0
"684c127e02ec8bd9263a7da3","684c124db1e0125c6d6dae6f","House","2025-05-18T11:58:54.789Z","2025-05-23T11:58:54.789Z",5,true,"684c124cb1e0125c6d6dacef",0
"684c127e02ec8bd9263a7da7","684c124db1e0125c6d6dae70","Hotel","2025-05-25T11:58:54.942Z","2025-05-28T11:58:54.942Z",3,true,"684c124cb1e0125c6d6dad49",0
"684c127f02ec8bd9263a7dab","684c124db1e0125c6d6dae74","House","2025-06-06T11:58:55.099Z","2025-06-08T11:58:55.099Z",2,true,"684c124cb1e0125c6d6dae34",0
"684c127f02ec8bd9263a7daf","684c124db1e0125c6d6dae75","Hotel","2025-05-25T11:58:55.253Z","2025-05-27T11:58:55.253Z",2,true,"684c124cb1e0125c6d6dad0e",0
"684c127f02ec8bd9263a7db3","684c124db1e0125c6d6dae79","House","2025-05-18T11:58:55.412Z","2025-05-23T11:58:55.412Z",5,true,"684c124cb1e0125c6d6dacd7",0
"684c127f02ec8bd9263a7db7","684c124db1e0125c6d6dae7a","House","2025-05-25T11:58:55.564Z","2025-05-27T11:58:55.564Z",2,true,"684c124cb1e0125c6d6dad36",0
"684c127f02ec8bd9263a7dbb","684c124db1e0125c6d6dae7b","Hotel","2025-05-13T11:58:55.720Z","2025-05-18T11:58:55.720Z",5,true,"684c124cb1e0125c6d6dac81",0
"684c127f02ec8bd9263a7dbf","684c124db1e0125c6d6dae7f","Hotel","2025-06-07T11:58:55.882Z","2025-06-10T11:58:55.882Z",3,true,"684c124cb1e0125c6d6dad9e",0
"684c128002ec8bd9263a7dc3","684c124db1e0125c6d6dae83","Hotel","2025-06-09T11:58:56.033Z","2025-06-11T11:58:56.033Z",2,true,"684c124cb1e0125c6d6dade9",0
"684c128002ec8bd9263a7dc7","684c124db1e0125c6d6dae87","House","2025-05-23T11:58:56.185Z","2025-05-25T11:58:56.185Z",2,true,"684c124cb1e0125c6d6dad37",0
"684c128002ec8bd9263a7dcb","684c124db1e0125c6d6dae88","Hotel","2025-06-05T11:58:56.336Z","2025-06-08T11:58:56.336Z",3,true,"684c124cb1e0125c6d6dacda",0
"684c128002ec8bd9263a7dcf","684c124db1e0125c6d6dae8c","House","2025-05-31T11:58:56.489Z","2025-06-05T11:58:56.489Z",5,true,"684c124cb1e0125c6d6dac6b",0
"684c128002ec8bd9263a7dd3","684c124db1e0125c6d6dae8d","House","2025-05-19T11:58:56.652Z","2025-05-21T11:58:56.652Z",2,true,"684c124cb1e0125c6d6dade0",0
"684c128002ec8bd9263a7dd7","684c124db1e0125c6d6dae8e","Hotel","2025-06-03T11:58:56.810Z","2025-06-06T11:58:56.810Z",3,true,"684c124cb1e0125c6d6dae3f",0
"684c128002ec8bd9263a7ddb","684c124db1e0125c6d6dae92","Hotel","2025-05-28T11:58:56.968Z","2025-05-31T11:58:56.968Z",3,true,"684c124cb1e0125c6d6dadca",0
"684c128102ec8bd9263a7ddf","684c124db1e0125c6d6dae96","House","2025-05-14T11:58:57.132Z","2025-05-18T11:58:57.132Z",4,true,"684c124cb1e0125c6d6dac82",0
"684c128102ec8bd9263a7de3","684c124db1e0125c6d6dae97","House","2025-06-01T11:58:57.283Z","2025-06-04T11:58:57.283Z",3,true,"684c124cb1e0125c6d6dadba",0
"684c128102ec8bd9263a7de7","684c124db1e0125c6d6dae98","House","2025-05-12T11:58:57.433Z","2025-05-16T11:58:57.433Z",4,true,"684c124cb1e0125c6d6dad66",0
"684c128102ec8bd9263a7deb","684c124db1e0125c6d6dae99","House","2025-05-22T11:58:57.584Z","2025-05-27T11:58:57.584Z",5,true,"684c124cb1e0125c6d6dacbb",0
"684c128102ec8bd9263a7def","684c124db1e0125c6d6dae9a","House","2025-06-10T11:58:57.736Z","2025-06-12T11:58:57.736Z",2,true,"684c124cb1e0125c6d6dae22",0
"684c128102ec8bd9263a7df3","684c124db1e0125c6d6dae9b","House","2025-05-28T11:58:57.890Z","2025-05-30T11:58:57.890Z",2,true,"684c124cb1e0125c6d6dad52",0
"684c128202ec8bd9263a7df7","684c124db1e0125c6d6dae9c","Hotel","2025-05-11T11:58:58.040Z","2025-05-16T11:58:58.040Z",5,true,"684c124cb1e0125c6d6dae26",0
"684c128202ec8bd9263a7dfb","684c124db1e0125c6d6daea0","Hotel","2025-05-19T11:58:58.193Z","2025-05-24T11:58:58.193Z",5,true,"684c124cb1e0125c6d6dadf1",0
"684c128202ec8bd9263a7dff","684c124db1e0125c6d6daea4","House","2025-05-21T11:58:58.348Z","2025-05-25T11:58:58.348Z",4,true,"684c124cb1e0125c6d6dad3f",0
"684c128202ec8bd9263a7e03","684c124db1e0125c6d6daea5","House","2025-05-12T11:58:58.514Z","2025-05-15T11:58:58.514Z",3,true,"684c124cb1e0125c6d6dacb3",0
"684c128202ec8bd9263a7e07","684c124db1e0125c6d6daea6","House","2025-05-31T11:58:58.670Z","2025-06-03T11:58:58.670Z",3,true,"684c124cb1e0125c6d6dad1e",0
"684c128202ec8bd9263a7e0b","684c124db1e0125c6d6daea7","House","2025-05-21T11:58:58.822Z","2025-05-23T11:58:58.822Z",2,true,"684c124cb1e0125c6d6dadbb",0
"684c128202ec8bd9263a7e0f","684c124db1e0125c6d6daea8","House","2025-05-27T11:58:58.974Z","2025-05-31T11:58:58.974Z",4,true,"684c124cb1e0125c6d6dac7e",0
"684c128302ec8bd9263a7e13","684c124db1e0125c6d6daea9","Hotel","2025-06-05T11:58:59.123Z","2025-06-08T11:58:59.123Z",3,true,"684c124cb1e0125c6d6dae25",0
"684c128302ec8bd9263a7e17","684c124db1e0125c6d6daead","Hotel","2025-05-13T11:58:59.276Z","2025-05-17T11:58:59.276Z",4,true,"684c124cb1e0125c6d6dae51",0
"684c128302ec8bd9263a7e1b","684c124db1e0125c6d6daeb1","Hotel","2025-05-28T11:58:59.431Z","2025-05-31T11:58:59.431Z",3,true,"684c124cb1e0125c6d6dade3",0
"684c128302ec8bd9263a7e1f","684c124db1e0125c6d6daeb5","Hotel","2025-06-06T11:58:59.582Z","2025-06-10T11:58:59.582Z",4,true,"684c124cb1e0125c6d6dad0b",0
"684c128302ec8bd9263a7e23","684c124db1e0125c6d6daeb9","House","2025-06-03T11:58:59.734Z","2025-06-05T11:58:59.734Z",2,true,"684c124cb1e0125c6d6dae44",0
"684c128302ec8bd9263a7e27","684c124db1e0125c6d6daeba","House","2025-05-15T11:58:59.887Z","2025-05-17T11:58:59.887Z",2,true,"684c124cb1e0125c6d6dacdf",0
"684c128402ec8bd9263a7e2b","684c124db1e0125c6d6daebb","House","2025-06-05T11:59:00.043Z","2025-06-07T11:59:00.043Z",2,true,"684c124cb1e0125c6d6dad61",0
"684c128402ec8bd9263a7e2f","684c124db1e0125c6d6daebc","House","2025-05-14T11:59:00.191Z","2025-05-18T11:59:00.191Z",4,true,"684c124cb1e0125c6d6dada6",0
"684c128402ec8bd9263a7e33","684c124db1e0125c6d6daebd","Hotel","2025-06-08T11:59:00.342Z","2025-06-12T11:59:00.342Z",4,true,"684c124cb1e0125c6d6dad76",0
"684c128402ec8bd9263a7e37","684c124db1e0125c6d6daec1","Hotel","2025-06-05T11:59:00.504Z","2025-06-07T11:59:00.504Z",2,true,"684c124cb1e0125c6d6dad98",0
"684c128402ec8bd9263a7e3b","684c124db1e0125c6d6daec5","House","2025-05-22T11:59:00.654Z","2025-05-24T11:59:00.654Z",2,true,"684c124cb1e0125c6d6dad39",0
"684c128402ec8bd9263a7e3f","684c124db1e0125c6d6daec6","House","2025-05-17T11:59:00.804Z","2025-05-22T11:59:00.804Z",5,true,"684c124cb1e0125c6d6dacaa",0
"684c128402ec8bd9263a7e43","684c124db1e0125c6d6daec7","House","2025-05-13T11:59:00.957Z","2025-05-15T11:59:00.957Z",2,true,"684c124cb1e0125c6d6dad42",0
"684c128502ec8bd9263a7e47","684c124db1e0125c6d6daec8","Hotel","2025-06-02T11:59:01.106Z","2025-06-07T11:59:01.106Z",5,true,"684c124cb1e0125c6d6dac85",0
"684c128502ec8bd9263a7e4b","684c124db1e0125c6d6daecc","House","2025-05-25T11:59:01.256Z","2025-05-30T11:59:01.256Z",5,true,"684c124cb1e0125c6d6dacd0",0
"684c128502ec8bd9263a7e4f","684c124db1e0125c6d6daecd","Hotel","2025-06-06T11:59:01.411Z","2025-06-10T11:59:01.411Z",4,true,"684c124cb1e0125c6d6dac95",0
"684c128502ec8bd9263a7e53","684c124db1e0125c6d6daed1","House","2025-05-17T11:59:01.562Z","2025-05-19T11:59:01.562Z",2,true,"684c124cb1e0125c6d6dadb2",0
"684c128502ec8bd9263a7e57","684c124db1e0125c6d6daed2","House","2025-05-21T11:59:01.708Z","2025-05-23T11:59:01.708Z",2,true,"684c124cb1e0125c6d6dada2",0
"684c128502ec8bd9263a7e5b","684c124db1e0125c6d6daed3","Hotel","2025-05-12T11:59:01.858Z","2025-05-14T11:59:01.858Z",2,true,"684c124cb1e0125c6d6dad35",0
"684c128602ec8bd9263a7e5f","684c124db1e0125c6d6daed7","House","2025-05-10T11:59:02.010Z","2025-05-15T11:59:02.010Z",5,true,"684c124cb1e0125c6d6dae47",0
"684c128602ec8bd9263a7e63","684c124db1e0125c6d6daed8","Hotel","2025-06-04T11:59:02.160Z","2025-06-07T11:59:02.160Z",3,true,"684c124cb1e0125c6d6dad49",0
"684c128602ec8bd9263a7e67","684c124db1e0125c6d6daedc","House","2025-05-19T11:59:02.312Z","2025-05-21T11:59:02.312Z",2,true,"684c124cb1e0125c6d6dad28",0
"684c128602ec8bd9263a7e6b","684c124db1e0125c6d6daedd","House","2025-06-01T11:59:02.463Z","2025-06-05T11:59:02.463Z",4,true,"684c124cb1e0125c6d6dad40",0
"684c128602ec8bd9263a7e6f","684c124db1e0125c6d6daede","House","2025-05-24T11:59:02.632Z","2025-05-27T11:59:02.632Z",3,true,"684c124cb1e0125c6d6dad67",0
"684c128602ec8bd9263a7e73","684c124db1e0125c6d6daedf","Hotel","2025-05-19T11:59:02.782Z","2025-05-22T11:59:02.782Z",3,true,"684c124cb1e0125c6d6dad11",0
"684c128602ec8bd9263a7e77","684c124db1e0125c6d6daee3","House","2025-05-31T11:59:02.933Z","2025-06-02T11:59:02.933Z",2,true,"684c124cb1e0125c6d6dacc4",0
"684c128702ec8bd9263a7e7b","684c124db1e0125c6d6daee4","Hotel","2025-05-15T11:59:03.086Z","2025-05-19T11:59:03.086Z",4,true,"684c124cb1e0125c6d6dacf8",0
"684c128702ec8bd9263a7e7f","684c124db1e0125c6d6daee8","Hotel","2025-05-21T11:59:03.278Z","2025-05-25T11:59:03.278Z",4,true,"684c124cb1e0125c6d6dad70",0
"684c128702ec8bd9263a7e83","684c124db1e0125c6d6daeec","Hotel","2025-06-06T11:59:03.441Z","2025-06-11T11:59:03.441Z",5,true,"684c124cb1e0125c6d6dadb1",0
"684c128702ec8bd9263a7e87","684c124db1e0125c6d6daef0","Hotel","2025-05-14T11:59:03.618Z","2025-05-19T11:59:03.618Z",5,true,"684c124cb1e0125c6d6dade8",0
"684c128702ec8bd9263a7e8b","684c124db1e0125c6d6daef4","House","2025-06-03T11:59:03.769Z","2025-06-07T11:59:03.769Z",4,true,"684c124cb1e0125c6d6dae05",0
"684c128702ec8bd9263a7e8f","684c124db1e0125c6d6daef5","House","2025-05-13T11:59:03.932Z","2025-05-16T11:59:03.932Z",3,true,"684c124cb1e0125c6d6dacd7",0
"684c128802ec8bd9263a7e93","684c124db1e0125c6d6daef6","Hotel","2025-05-09T11:59:04.084Z","2025-05-14T11:59:04.084Z",5,true,"684c124cb1e0125c6d6dae4e",0
"684c128802ec8bd9263a7e97","684c124db1e0125c6d6daefa","Hotel","2025-05-11T11:59:04.233Z","2025-05-14T11:59:04.233Z",3,true,"684c124cb1e0125c6d6dad62",0
"684c128802ec8bd9263a7e9b","684c124db1e0125c6d6daefe","Hotel","2025-05-26T11:59:04.384Z","2025-05-31T11:59:04.384Z",5,true,"684c124cb1e0125c6d6dad09",0
"684c128802ec8bd9263a7e9f","684c124db1e0125c6d6daf02","House","2025-05-27T11:59:04.543Z","2025-05-30T11:59:04.543Z",3,true,"684c124cb1e0125c6d6dace2",0
"684c128802ec8bd9263a7ea3","684c124db1e0125c6d6daf03","House","2025-05-23T11:59:04.709Z","2025-05-26T11:59:04.709Z",3,true,"684c124cb1e0125c6d6dae51",0
"684c128802ec8bd9263a7ea7","684c124db1e0125c6d6daf04","Hotel","2025-05-14T11:59:04.857Z","2025-05-19T11:59:04.857Z",5,true,"684c124cb1e0125c6d6dac63",0
"684c128902ec8bd9263a7eab","684c124db1e0125c6d6daf08","Hotel","2025-05-24T11:59:05.020Z","2025-05-28T11:59:05.020Z",4,true,"684c124cb1e0125c6d6dad84",0
"684c128902ec8bd9263a7eaf","684c124db1e0125c6d6daf0c","Hotel","2025-05-19T11:59:05.168Z","2025-05-23T11:59:05.168Z",4,true,"684c124cb1e0125c6d6dad5b",0
"684c128902ec8bd9263a7eb3","684c124db1e0125c6d6daf10","House","2025-06-07T11:59:05.317Z","2025-06-10T11:59:05.317Z",3,true,"684c124cb1e0125c6d6dacd1",0
"684c128902ec8bd9263a7eb7","684c124db1e0125c6d6daf11","Hotel","2025-06-01T11:59:05.468Z","2025-06-04T11:59:05.468Z",3,true,"684c124cb1e0125c6d6dad0a",0
"684c128902ec8bd9263a7ebb","684c124db1e0125c6d6daf15","Hotel","2025-05-29T11:59:05.621Z","2025-06-01T11:59:05.621Z",3,true,"684c124cb1e0125c6d6dad44",0
"684c128902ec8bd9263a7ebf","684c124db1e0125c6d6daf19","House","2025-05-29T11:59:05.772Z","2025-06-01T11:59:05.772Z",3,true,"684c124cb1e0125c6d6dadfc",0
"684c128902ec8bd9263a7ec3","684c124db1e0125c6d6daf1a","House","2025-05-14T11:59:05.920Z","2025-05-19T11:59:05.920Z",5,true,"684c124cb1e0125c6d6dacf6",0
"684c128a02ec8bd9263a7ec7","684c124db1e0125c6d6daf1b","Hotel","2025-06-05T11:59:06.072Z","2025-06-10T11:59:06.072Z",5,true,"684c124cb1e0125c6d6dac64",0
"684c128a02ec8bd9263a7ecb","684c124db1e0125c6d6daf1f","Hotel","2025-05-28T11:59:06.230Z","2025-05-31T11:59:06.230Z",3,true,"684c124cb1e0125c6d6dadcc",0
"684c128a02ec8bd9263a7ecf","684c124db1e0125c6d6daf23","House","2025-05-29T11:59:06.386Z","2025-06-03T11:59:06.386Z",5,true,"684c124cb1e0125c6d6dae35",0
"684c128a02ec8bd9263a7ed3","684c124db1e0125c6d6daf24","House","2025-05-28T11:59:06.544Z","2025-05-30T11:59:06.544Z",2,true,"684c124cb1e0125c6d6dad1a",0
"684c128a02ec8bd9263a7ed7","684c124db1e0125c6d6daf25","House","2025-06-07T11:59:06.699Z","2025-06-09T11:59:06.699Z",2,true,"684c124cb1e0125c6d6dae34",0
"684c128a02ec8bd9263a7edb","684c124db1e0125c6d6daf26","House","2025-05-31T11:59:06.849Z","2025-06-03T11:59:06.849Z",3,true,"684c124cb1e0125c6d6dad06",0
"684c128b02ec8bd9263a7edf","684c124db1e0125c6d6daf27","House","2025-06-06T11:59:06.999Z","2025-06-08T11:59:06.999Z",2,true,"684c124cb1e0125c6d6dad11",0
"684c128b02ec8bd9263a7ee3","684c124db1e0125c6d6daf28","House","2025-05-24T11:59:07.150Z","2025-05-28T11:59:07.150Z",4,true,"684c124cb1e0125c6d6dac8a",0
"684c128b02ec8bd9263a7ee7","684c124db1e0125c6d6daf29","House","2025-05-21T11:59:07.305Z","2025-05-23T11:59:07.305Z",2,true,"684c124cb1e0125c6d6dac88",0
"684c128b02ec8bd9263a7eeb","684c124db1e0125c6d6daf2a","House","2025-05-29T11:59:07.463Z","2025-06-01T11:59:07.463Z",3,true,"684c124cb1e0125c6d6dade8",0
"684c128b02ec8bd9263a7eef","684c124db1e0125c6d6daf2b","Hotel","2025-05-18T11:59:07.615Z","2025-05-21T11:59:07.615Z",3,true,"684c124cb1e0125c6d6dad9d",0
"684c128b02ec8bd9263a7ef3","684c124db1e0125c6d6daf2f","Hotel","2025-05-31T11:59:07.770Z","2025-06-05T11:59:07.770Z",5,true,"684c124cb1e0125c6d6dacd1",0
"684c128b02ec8bd9263a7ef7","684c124db1e0125c6d6daf33","Hotel","2025-06-07T11:59:07.925Z","2025-06-10T11:59:07.925Z",3,true,"684c124cb1e0125c6d6dad60",0
"684c128c02ec8bd9263a7efb","684c124db1e0125c6d6daf37","Hotel","2025-05-09T11:59:08.084Z","2025-05-14T11:59:08.084Z",5,true,"684c124cb1e0125c6d6dac9b",0
"684c128c02ec8bd9263a7eff","684c124db1e0125c6d6daf3b","House","2025-05-11T11:59:08.239Z","2025-05-14T11:59:08.239Z",3,true,"684c124cb1e0125c6d6dacdb",0
"684c128c02ec8bd9263a7f03","684c124db1e0125c6d6daf3c","Hotel","2025-05-22T11:59:08.388Z","2025-05-27T11:59:08.388Z",5,true,"684c124cb1e0125c6d6dacce",0
"684c128c02ec8bd9263a7f07","684c124db1e0125c6d6daf40","Hotel","2025-05-24T11:59:08.539Z","2025-05-28T11:59:08.539Z",4,true,"684c124cb1e0125c6d6dadbf",0
"684c128c02ec8bd9263a7f0b","684c124db1e0125c6d6daf44","House","2025-05-30T11:59:08.690Z","2025-06-03T11:59:08.690Z",4,true,"684c124cb1e0125c6d6dad4e",0
"684c128c02ec8bd9263a7f0f","684c124db1e0125c6d6daf45","House","2025-05-17T11:59:08.837Z","2025-05-21T11:59:08.837Z",4,true,"684c124cb1e0125c6d6dad0e",0
"684c128d02ec8bd9263a7f13","684c124db1e0125c6d6daf46","Hotel","2025-05-17T11:59:09.004Z","2025-05-20T11:59:09.004Z",3,true,"684c124cb1e0125c6d6dad5e",0
"684c128d02ec8bd9263a7f17","684c124db1e0125c6d6daf4a","House","2025-06-03T11:59:09.161Z","2025-06-05T11:59:09.161Z",2,true,"684c124cb1e0125c6d6dae2c",0
"684c128d02ec8bd9263a7f1b","684c124db1e0125c6d6daf4b","House","2025-05-14T11:59:09.315Z","2025-05-17T11:59:09.315Z",3,true,"684c124cb1e0125c6d6dae04",0
"684c128d02ec8bd9263a7f1f","684c124db1e0125c6d6daf4c","House","2025-06-06T11:59:09.470Z","2025-06-11T11:59:09.470Z",5,true,"684c124cb1e0125c6d6dadb3",0
"684c128d02ec8bd9263a7f23","684c124db1e0125c6d6daf4d","Hotel","2025-06-02T11:59:09.634Z","2025-06-07T11:59:09.634Z",5,true,"684c124cb1e0125c6d6dadc7",0
"684c128d02ec8bd9263a7f27","684c124db1e0125c6d6daf51","House","2025-05-25T11:59:09.782Z","2025-05-28T11:59:09.782Z",3,true,"684c124cb1e0125c6d6dacee",0
"684c128d02ec8bd9263a7f2b","684c124db1e0125c6d6daf52","Hotel","2025-06-06T11:59:09.930Z","2025-06-10T11:59:09.930Z",4,true,"684c124cb1e0125c6d6dacc2",0
"684c128e02ec8bd9263a7f2f","684c124db1e0125c6d6daf56","Hotel","2025-05-10T11:59:10.081Z","2025-05-14T11:59:10.081Z",4,true,"684c124cb1e0125c6d6dadc2",0
"684c128e02ec8bd9263a7f33","684c124db1e0125c6d6daf5a","Hotel","2025-05-11T11:59:10.233Z","2025-05-15T11:59:10.233Z",4,true,"684c124cb1e0125c6d6dac7f",0
"684c128e02ec8bd9263a7f37","684c124db1e0125c6d6daf5e","House","2025-06-05T11:59:10.383Z","2025-06-09T11:59:10.383Z",4,true,"684c124cb1e0125c6d6dac82",0
"684c128e02ec8bd9263a7f3b","684c124db1e0125c6d6daf5f","House","2025-05-22T11:59:10.535Z","2025-05-26T11:59:10.535Z",4,true,"684c124cb1e0125c6d6dacd5",0
"684c128e02ec8bd9263a7f3f","684c124db1e0125c6d6daf60","House","2025-05-14T11:59:10.702Z","2025-05-16T11:59:10.702Z",2,true,"684c124cb1e0125c6d6dae04",0
"684c128e02ec8bd9263a7f43","684c124db1e0125c6d6daf61","House","2025-05-28T11:59:10.855Z","2025-06-02T11:59:10.855Z",5,true,"684c124cb1e0125c6d6dadec",0
"684c128f02ec8bd9263a7f47","684c124db1e0125c6d6daf62","Hotel","2025-05-24T11:59:11.016Z","2025-05-29T11:59:11.016Z",5,true,"684c124cb1e0125c6d6dad34",0
"684c128f02ec8bd9263a7f4b","684c124db1e0125c6d6daf66","House","2025-06-06T11:59:11.167Z","2025-06-09T11:59:11.167Z",3,true,"684c124cb1e0125c6d6dad22",0
"684c128f02ec8bd9263a7f4f","684c124db1e0125c6d6daf67","Hotel","2025-06-01T11:59:11.319Z","2025-06-04T11:59:11.319Z",3,true,"684c124cb1e0125c6d6dacef",0
"684c128f02ec8bd9263a7f53","684c124db1e0125c6d6daf6b","Hotel","2025-05-11T11:59:11.469Z","2025-05-15T11:59:11.469Z",4,true,"684c124cb1e0125c6d6daddf",0
"684c128f02ec8bd9263a7f57","684c124db1e0125c6d6daf6f","House","2025-05-16T11:59:11.655Z","2025-05-21T11:59:11.655Z",5,true,"684c124cb1e0125c6d6dad53",0
"684c128f02ec8bd9263a7f5b","684c124db1e0125c6d6daf70","House","2025-05-14T11:59:11.847Z","2025-05-16T11:59:11.847Z",2,true,"684c124cb1e0125c6d6dad05",0
"684c129002ec8bd9263a7f5f","684c124db1e0125c6d6daf71","House","2025-06-02T11:59:12.000Z","2025-06-05T11:59:12.000Z",3,true,"684c124cb1e0125c6d6dad09",0
"684c129002ec8bd9263a7f63","684c124db1e0125c6d6daf72","House","2025-05-29T11:59:12.158Z","2025-05-31T11:59:12.158Z",2,true,"684c124cb1e0125c6d6daddb",0
"684c129002ec8bd9263a7f67","684c124db1e0125c6d6daf73","House","2025-05-17T11:59:12.305Z","2025-05-20T11:59:12.305Z",3,true,"684c124cb1e0125c6d6dad01",0
"684c129002ec8bd9263a7f6b","684c124db1e0125c6d6daf74","House","2025-06-03T11:59:12.470Z","2025-06-07T11:59:12.470Z",4,true,"684c124cb1e0125c6d6dadc2",0
"684c129002ec8bd9263a7f6f","684c124db1e0125c6d6daf75","Hotel","2025-06-04T11:59:12.616Z","2025-06-08T11:59:12.616Z",4,true,"684c124cb1e0125c6d6dac61",0
"684c129002ec8bd9263a7f73","684c124db1e0125c6d6daf79","Hotel","2025-05-27T11:59:12.770Z","2025-05-30T11:59:12.770Z",3,true,"684c124cb1e0125c6d6dac6f",0
"684c129002ec8bd9263a7f77","684c124db1e0125c6d6daf7d","House","2025-05-27T11:59:12.925Z","2025-06-01T11:59:12.925Z",5,true,"684c124cb1e0125c6d6dae11",0
"684c129102ec8bd9263a7f7b","684c124db1e0125c6d6daf7e","House","2025-06-06T11:59:13.077Z","2025-06-09T11:59:13.077Z",3,true,"684c124cb1e0125c6d6dadf1",0
"684c129102ec8bd9263a7f7f","684c124db1e0125c6d6daf7f","House","2025-05-25T11:59:13.230Z","2025-05-29T11:59:13.230Z",4,true,"684c124cb1e0125c6d6daca7",0
"684c129102ec8bd9263a7f83","684c124db1e0125c6d6daf80","House","2025-05-27T11:59:13.382Z","2025-05-29T11:59:13.382Z",2,true,"684c124cb1e0125c6d6dacc0",0
"684c129102ec8bd9263a7f87","684c124db1e0125c6d6daf81","Hotel","2025-05-18T11:59:13.537Z","2025-05-21T11:59:13.537Z",3,true,"684c124cb1e0125c6d6dadf6",0
"684c129102ec8bd9263a7f8b","684c124db1e0125c6d6daf85","House","2025-05-20T11:59:13.695Z","2025-05-25T11:59:13.695Z",5,true,"684c124cb1e0125c6d6daccf",0
"684c129102ec8bd9263a7f8f","684c124db1e0125c6d6daf86","Hotel","2025-05-12T11:59:13.843Z","2025-05-16T11:59:13.843Z",4,true,"684c124cb1e0125c6d6dae01",0
"684c129102ec8bd9263a7f93","684c124db1e0125c6d6daf8a","Hotel","2025-05-24T11:59:13.997Z","2025-05-28T11:59:13.997Z",4,true,"684c124cb1e0125c6d6dad70",0
"684c129202ec8bd9263a7f97","684c124db1e0125c6d6daf8e","House","2025-06-01T11:59:14.193Z","2025-06-06T11:59:14.193Z",5,true,"684c124cb1e0125c6d6dac9c",0
"684c129202ec8bd9263a7f9b","684c124db1e0125c6d6daf8f","House","2025-05-16T11:59:14.357Z","2025-05-18T11:59:14.357Z",2,true,"684c124cb1e0125c6d6dadf7",0
"684c129202ec8bd9263a7f9f","684c124db1e0125c6d6daf90","House","2025-05-23T11:59:14.516Z","2025-05-27T11:59:14.516Z",4,true,"684c124cb1e0125c6d6dadc8",0
"684c129202ec8bd9263a7fa3","684c124db1e0125c6d6daf91","House","2025-06-04T11:59:14.674Z","2025-06-06T11:59:14.674Z",2,true,"684c124cb1e0125c6d6dad85",0
"684c129202ec8bd9263a7fa7","684c124db1e0125c6d6daf92","Hotel","2025-05-19T11:59:14.821Z","2025-05-24T11:59:14.821Z",5,true,"684c124cb1e0125c6d6dacf9",0
"684c129202ec8bd9263a7fab","684c124db1e0125c6d6daf96","Hotel","2025-06-07T11:59:14.977Z","2025-06-10T11:59:14.977Z",3,true,"684c124cb1e0125c6d6dad34",0
"684c129302ec8bd9263a7faf","684c124db1e0125c6d6daf9a","House","2025-05-15T11:59:15.143Z","2025-05-20T11:59:15.143Z",5,true,"684c124cb1e0125c6d6dad71",0
"684c129302ec8bd9263a7fb3","684c124db1e0125c6d6daf9b","House","2025-06-08T11:59:15.291Z","2025-06-12T11:59:15.291Z",4,true,"684c124cb1e0125c6d6dae10",0
